id,league_name,season,home_team,away_team,home_goals,away_goals
6109,Premier League,2008/2009,Wigan,Fulham,0,0
6110,Premier League,2008/2009,Tottenham,Arsenal,0,0
6111,Premier League,2008/2009,West Ham,Man United,0,1
6112,Premier League,2008/2009,Portsmouth,Man City,2,0
6113,Premier League,2008/2009,Man United,Fulham,3,0
6114,Premier League,2008/2009,Arsenal,Sunderland,0,0
6115,Premier League,2008/2009,Aston Villa,Chelsea,0,1
6116,Premier League,2008/2009,Bolton,West Ham,2,1
6117,Premier League,2008/2009,Man United,Blackburn,2,1
6118,Premier League,2008/2009,Middlesbrough,Wigan,0,0
6119,Premier League,2008/2009,Stoke,Portsmouth,2,2
6120,Premier League,2008/2009,Fulham,West Brom,2,0
6121,Premier League,2008/2009,Liverpool,Man City,1,1
6122,Premier League,2008/2009,Newcastle,Everton,0,0
6123,Premier League,2008/2009,Hull,Tottenham,1,2
6124,Premier League,2008/2009,Arsenal,Fulham,0,0
6125,Premier League,2008/2009,Chelsea,Wigan,2,1
6126,Premier League,2008/2009,Everton,West Brom,2,0
6127,Premier League,2008/2009,Middlesbrough,Liverpool,2,0
6128,Premier League,2008/2009,Aston Villa,Stoke,2,2
6129,Premier League,2008/2009,Bolton,Newcastle,1,0
6130,Premier League,2008/2009,Hull,Blackburn,1,2
6131,Premier League,2008/2009,West Ham,Man City,1,0
6132,Premier League,2008/2009,Liverpool,Sunderland,2,0
6133,Premier League,2008/2009,Portsmouth,Chelsea,0,1
6134,Premier League,2008/2009,West Brom,Arsenal,1,3
6135,Premier League,2008/2009,Blackburn,Everton,0,0
6136,Premier League,2008/2009,Fulham,Hull,0,1
6137,Premier League,2008/2009,Man City,Aston Villa,2,0
6138,Premier League,2008/2009,Newcastle,Man United,1,2
6139,Premier League,2008/2009,Stoke,Bolton,2,0
6140,Premier League,2008/2009,Tottenham,Middlesbrough,4,0
6141,Premier League,2008/2009,Wigan,West Ham,0,1
